Month,Date,Incident
Jul-2024,July - 8,"On July 8, Manipur Police in a joint operation with Assam Rifles, arrested two suspected cadres of Kangleipak Communist Party – Taibanganba (KCP-T) identified as Wangjam Mukesh (41) alias Koba and Thokchom Ajit (33) alias Commander, involved in extor
Read more... On July 8, Manipur Police in a joint operation with Assam Rifles, arrested two suspected cadres of Kangleipak Communist Party – Taibanganba (KCP-T) identified as Wangjam Mukesh (41) alias Koba and Thokchom Ajit (33) alias Commander, involved in extortion activities in the Khongjom area of Thoubal District of Manipur, reports NorthEast Now. 26 demand letters were recovered from them.
Read less..."
Jul-2024,July - 8,"On July 8, Security Forces (SFs) found a terrorist hideout bunker within a civilian residence in the Kulgam District of Jammu and Kashmir (J&K), reports Daily Excelsior. The bunker, cleverly concealed inside an almirah, had reportedly housed four ter
Read more... On July 8, Security Forces (SFs) found a terrorist hideout bunker within a civilian residence in the Kulgam District of Jammu and Kashmir (J&K), reports Daily Excelsior. The bunker, cleverly concealed inside an almirah, had reportedly housed four terrorists who were killed in an encounter on July 7 in Kulgam District.
Read less..."
Jul-2024,July - 8,"On July 8, suspected Kuki-Zo militants set ablaze the Police Naka-Post at Leingangpokpi in Jiribam District of Manipur and later, they attacked Manipur Police and Fire Service personnel using sophisticated weapons and bombs, damaging a Fire Brigade v
Read more... On July 8, suspected Kuki-Zo militants set ablaze the Police Naka-Post at Leingangpokpi in Jiribam District of Manipur and later, they attacked Manipur Police and Fire Service personnel using sophisticated weapons and bombs, damaging a Fire Brigade vehicle, reports NorthEast Now.
Read less..."
Jul-2024,July - 9,"A woman Communist Party of India-Maoist (CPI-Maoist) cadre, identified as Rita Madiyam (30), carrying a cash reward of INR 800,000 on her head, was killed in an encounter with Security Forces (SFs) in the forests of Chhote Bethiya in Binagunda villag
Read more... A woman Communist Party of India-Maoist (CPI-Maoist) cadre, identified as Rita Madiyam (30), carrying a cash reward of INR 800,000 on her head, was killed in an encounter with Security Forces (SFs) in the forests of Chhote Bethiya in Binagunda village in Kanker District in the Bastar division of Chhattisgarh on July 9, reports The Times of India. Security personnel recovered the dead body of the female cadre along with a.303 rifle and explosives from the site of the encounter. Rita, a native of Bijapur District, was active as a member of the People's Liberation Guerilla Army's (PLGA) ‘military company number 5’.
Read less..."
Jul-2024,July - 9,"In the early hours of July 9, Kangpokpi District Police of Manipur and the Central Reserve Police Force (CRPF) arrested three Kuki militants, identified as Thangjoel Haokip alias Thangboi, Jangjoulen Khongsai alias Goulen, and Jangminlun Singson alia
Read more... In the early hours of July 9, Kangpokpi District Police of Manipur and the Central Reserve Police Force (CRPF) arrested three Kuki militants, identified as Thangjoel Haokip alias Thangboi, Jangjoulen Khongsai alias Goulen, and Jangminlun Singson alias Franky, at New Keithelmanbi Police Station in Kangpokpi District of Manipur, reports Imphal Free Press. The operation, based on inputs from the National Investigation Agency (NIA), led to the recovery of a significant cache of arms and ammunition. Seized items included 236 rounds of .303 ammunition, 485 AK-47 rounds, 661 5.56 mm rounds (INSAS rounds), two AK-47 rifles, a foreign rifle with a scope, and various empty magazines.
Read less..."
Jul-2024,July - 9,"Materials believed to have been left behind by the cadres of the Communist Party of India-Maoist (CPI-Maoist) were found in the Thalapuzha area in Wayanad District of Kerala on July 9, reports timesxpmalayalam.indiatimes.com. Items, including uniform
Read more... Materials believed to have been left behind by the cadres of the Communist Party of India-Maoist (CPI-Maoist) were found in the Thalapuzha area in Wayanad District of Kerala on July 9, reports timesxpmalayalam.indiatimes.com. Items, including uniforms, were found tied in sacks and abandoned in a forested area in the Thalapuzha Poil area.
Read less..."
Jul-2024,July - 9,"On July 9, an encounter broke out between Security Forces (SFs) and terrorists in the Goli-Gadi Forest area in Doda District of Jammu and Kashmir (J&K), reports Daily Excelsior. Officials said that the search operation that was suspended due to darkn
Read more... On July 9, an encounter broke out between Security Forces (SFs) and terrorists in the Goli-Gadi Forest area in Doda District of Jammu and Kashmir (J&K), reports Daily Excelsior. Officials said that the search operation that was suspended due to darkness and heavy rain and was resumed with the next day morning. The SFs combed the area to trace the terrorists in the forested area.
Read less..."
Jul-2024,July - 9,"On July 9, Army troops fired a few rounds to shoot down a Pakistani drone along the Line of Control (LoC) in the Krishna Ghati sector of Poonch District in Jammu division of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read more... On July 9, Army troops fired a few rounds to shoot down a Pakistani drone along the Line of Control (LoC) in the Krishna Ghati sector of Poonch District in Jammu division of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read less..."
Jul-2024,July - 9,"On July 9, Indian delegates, Joint Secretary, Amitabh Prasad along with senior officials from the Ministry of Defence (MoD), Armed Forces and the Embassy of India in Abu Dhabi, United Arab Emirates (UAE) met with UAE representative, Brig. General St
Read more... On July 9, Indian delegates, Joint Secretary, Amitabh Prasad along with senior officials from the Ministry of Defence (MoD), Armed Forces and the Embassy of India in Abu Dhabi, United Arab Emirates (UAE) met with UAE representative, Brig. General Staff Jamal Ebrahim Mohamed Almazrooqi at the 12th edition of the Joint Defence Cooperation Committee (JDCC) held in Abu Dhabi, UAE, and discussed on collaboration to strengthen defence and security cooperation between the two countries which further deliberated on the regional security situation, including maritime security, and underscored the need to enhance collaboration to tackle the security challenges, reports pib.gov.in.
Read less..."
Jul-2024,July - 9,"On July 9, National Investigation Agency (NIA) reported that more than 100 accused have been convicted of terrorism and Fake Indian Currency Note (FICN) cases in past 18 months which included cases related to Islamic State (IS), Jama’atul Mujahideen
Read more... On July 9, National Investigation Agency (NIA) reported that more than 100 accused have been convicted of terrorism and Fake Indian Currency Note (FICN) cases in past 18 months which included cases related to Islamic State (IS), Jama’atul Mujahideen Bangladesh (JBM), Ansarullah Bangla Team (ABT), Popular Front of India (PFI), Hizb-ul-Mujahideen (HM) and Al-Qaeda in Indian Sub-Continent (AQIS), reports The Print. NIA reported that 15 accused were sentenced in IS-related cases, 14 convictions in terror financing cases between 2023 and 2024 with an equal number of accused being punished by the courts in JBM-sponsored terror cases, seven convictions against ABT terrorists in 2023 and two operatives of the outfit in 2024, six terrorists of PFI were convicted in 2023 and two AQIS-related convictions.
Read less..."
Jul-2024,July - 9,"On July 9, the ban on the pro-Khalistan group Sikhs For Justice (SFJ), founded by US-based lawyer Gurpatwant Singh Pannun, was extended by the Union Ministry of Home Affairs (UMHA) for five more years due to its relentless anti-India activities, repo
Read more... On July 9, the ban on the pro-Khalistan group Sikhs For Justice (SFJ), founded by US-based lawyer Gurpatwant Singh Pannun, was extended by the Union Ministry of Home Affairs (UMHA) for five more years due to its relentless anti-India activities, reports The Tribune. The extension will be effective from July 10, 2024.
Read less..."
Jul-2024,July - 9,"On July 9, the National Investigation Agency (NIA) filed its seventh supplementary chargesheet against the 25th accused, identified as Manoj Kumar Sharma, in the Salaya drug seizure case, involving the smuggling and distribution of 500 kilograms of h
Read more... On July 9, the National Investigation Agency (NIA) filed its seventh supplementary chargesheet against the 25th accused, identified as Manoj Kumar Sharma, in the Salaya drug seizure case, involving the smuggling and distribution of 500 kilograms of heroin from Pakistan into India via Gujarat, reports NIA. The investigation has so far established the involvement of syndicate members in other countries, such as Italy, Australia, Thailand, UAE, Iran, and Afghanistan, in criminal conspiracy. Earlier, the NIA had taken over the case from the Anti-Terrorism Squad (ATS), Gujarat, in 2020 on the directives of the Union Ministry of Home Affairs (UMHA) due to the international linkages and security ramifications of the matter.
Read less..."
Jul-2024,July - 9,"On July 9, unidentified assailants set ablaze the house of the Secretary of Kuki Inpi Manipur (KIM), identified as, Seijathang Khangsai at Phaitol village in Jiribam District of Manipur, reports NorthEast Now.
Read more... On July 9, unidentified assailants set ablaze the house of the Secretary of Kuki Inpi Manipur (KIM), identified as, Seijathang Khangsai at Phaitol village in Jiribam District of Manipur, reports NorthEast Now.
Read less..."
Jul-2024,July - 9,"On June 9, the Border Security Force (BSF) stated on X that troops recovered a drone (a DJI Mavic 3 Classic) in Kalia village in Tarn Taran District of Punjab.
Read more... On June 9, the Border Security Force (BSF) stated on X that troops recovered a drone (a DJI Mavic 3 Classic) in Kalia village in Tarn Taran District of Punjab.
Read less..."
Jul-2024,July - 9,"On June 9, the Border Security Force (BSF) stated on X that troops recovered a Pakistani drone and 550 grams of heroin attached to it in Kalia in Tarn Taran District of Punjab.
Read more... On June 9, the Border Security Force (BSF) stated on X that troops recovered a Pakistani drone and 550 grams of heroin attached to it in Kalia in Tarn Taran District of Punjab.
Read less..."
Jul-2024,July - 9,"Prime Minister Narendra Modi and Russian President Vladimir Putin condemned terrorism and called for an uncompromising fight on the solid basis of international law and United Nations (UN) Charter against international terrorism and violent extremism
Read more... Prime Minister Narendra Modi and Russian President Vladimir Putin condemned terrorism and called for an uncompromising fight on the solid basis of international law and United Nations (UN) Charter against international terrorism and violent extremism in all forms and manifestations at the 22nd India-Russia Annual Summit held on July 9 in Moscow, Russia, reports Hindustan Times. The joint statement issued after the talk said, “The leaders unequivocally condemned terrorism and violent extremism conducive to terrorism in all its forms and manifestations including the cross-border movement of terrorists, and terrorism financing networks and safe havens”, reports The Hindu on July 10. It also included the condemnation from both countries of the deadly terrorist attacks on an Army convoy in Kathua District of Jammu and Kashmir (J&K) on July 8, 2024, on the Crocus City Hall in Moscow on March 22, 2024, and in Dagestan, Russia on June 23, 2024, and stressed that these terrorist attacks are a grim reminder for further strengthening cooperation to combat terrorism.
Read less..."
Jul-2024,July - 9,"Two top Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Ravi Mura Pallo (33), an ‘action team commander’, and Doba Korke Vadde (31), a party member, carrying a total reward of INR 1 million on their heads, were arrested by a patrol
Read more... Two top Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Ravi Mura Pallo (33), an ‘action team commander’, and Doba Korke Vadde (31), a party member, carrying a total reward of INR 1 million on their heads, were arrested by a patrol team combing the thick jungles of Dhodraj in the Bhamragad region in Gadchiroli District of Maharashtra on July 9, reports lokmattimes.com. Giving details of their background, the police said that Pallo had become a ‘Jan Militia’ (people’s army of the Maoists) member in 2016 and then started Maoist activities, until he was appointed as an ‘action team member’ and later a ‘commander’ in 2022. He has been charged with 3 murders (2018, 2022, and 2023), one encounter with Security Forces (SFs) (2019), one arson case in which 19 heavy vehicles like tractors, graders, and JCBs were set on fire (2022), and one blast case (2023). Vadde joined rebel activities as a ‘Jan Militia’ member in 2008 and then moved higher up in Maoist activities and was appointed as a member of the Bhamragad Dalam (armed squad) in 2019. He has been charged with seven murder cases in different parts of the district over the years, including the arson case of 2022, in which Pallo was also involved, and a bloody encounter with SFs in 2019. The Maharashtra government had announced rewards for their capture: Pallo (INR 800,000) and Vadde (INR 200,000).
Read less..."
Jul-2024,July - 10,"On July 10, at least 24 people were detained for questioning as authorities intensified their search for the terrorists behind the attack on July 8 in Kathua District of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read more... On July 10, at least 24 people were detained for questioning as authorities intensified their search for the terrorists behind the attack on July 8 in Kathua District of Jammu and Kashmir (J&K), reports Daily Excelsior.
Read less..."
Jul-2024,July - 10,"On July 10, Prime Minister Narendra Modi and Austrian Chancellor Karl Nehammer unequivocally condemned terrorism in all its forms and manifestations, including cross-border and cyber-terrorism and emphasised that no country should provide a haven to
Read more... On July 10, Prime Minister Narendra Modi and Austrian Chancellor Karl Nehammer unequivocally condemned terrorism in all its forms and manifestations, including cross-border and cyber-terrorism and emphasised that no country should provide a haven to those who finance, plan, support or commit terrorist acts, reports pib.gov.in. Both leaders also underscored the commitment to a free, open and rules-based Indo-Pacific in accordance with the international law of the sea as reflected in United Nations Convention on the Law of the Sea (UNCLOS) and with full respect for the sovereignty, territorial integrity and freedom of navigation to the benefit of maritime security and international peace and stability. PM Modi further stated that it is not time for war in a discussion on the ongoing disputes in the world including the Ukraine conflict and the situation in West Asia, reports The Hindu on July 10.
Read less..."
Jul-2024,July - 10,"On July 10, security forces (SFs) arrested two suspected militants belonging to Kangleipak Communist Party (KCP) from Kakching District of Manipur, reports Northeast Now. Extortion letters were recovered from them.
Read more... On July 10, security forces (SFs) arrested two suspected militants belonging to Kangleipak Communist Party (KCP) from Kakching District of Manipur, reports Northeast Now. Extortion letters were recovered from them.
Read less..."
Jul-2024,July - 10,"On July 10, Security Forces (SFs) conducted search operations in Salam Patong in Thoubal District of Manipur and recovered two highly explosive (HE) hand grenades without detonators, one modified cell (pompi bomb), one 38 mm cartridge marked as a rub
Read more... On July 10, Security Forces (SFs) conducted search operations in Salam Patong in Thoubal District of Manipur and recovered two highly explosive (HE) hand grenades without detonators, one modified cell (pompi bomb), one 38 mm cartridge marked as a rubber bullet and one tear smoke cell soft nose, reports India TodayNE.
Read less..."
Jul-2024,July - 10,"On July 10, the Border Security Force (BSF) stated on X that troops successfully recovered one drone along with one packet of heroin (566 grams) in Kalash village in Tarn Taran District of Punjab. The narcotics were wrapped in yellow colour adhesive
Read more... On July 10, the Border Security Force (BSF) stated on X that troops successfully recovered one drone along with one packet of heroin (566 grams) in Kalash village in Tarn Taran District of Punjab. The narcotics were wrapped in yellow colour adhesive tape and one cotton thread improvised loop along with an illuminating stick was also found attached to the packet.
Read less..."
Jul-2024,July - 10,"Sagar Kavach - 01/24, a coordinated coastal security exercise for Andhra Pradesh, was conducted on July 10 and July 11 to assess the effectiveness of the coastal security mechanism and was participated by Indian Navy, Indian Coast Guard, Central Indu
Read more... Sagar Kavach - 01/24, a coordinated coastal security exercise for Andhra Pradesh, was conducted on July 10 and July 11 to assess the effectiveness of the coastal security mechanism and was participated by Indian Navy, Indian Coast Guard, Central Industrial Security Force (CISF), Customs, Railway Protection Force (RPF) and State agencies such as State Police, Marine Police, Fisheries, Intelligence Bureau (IB) and Visakhapatnam Port Authorities, reports The Hindu. The exercise included extensive aerial surveillance of coastal areas by Naval and Coast Guard air assets and was closely monitored at Joint Operations Centre (East), Eastern Naval Command (ENC). The exercise strengthened the coastal security construct and the synergy of all coastal security stakeholders.
Read less..."
Jul-2024,July - 10,"The Government Railway Police (GRP) arrested five Rohingya immigrants, including two women, identified as Imran (22), Abu Jamir (20), Azizul Hossen (22), Yasmin Ara (20), and Raju Begam (35) for illegally crossing the India-Bangladesh international b
Read more... The Government Railway Police (GRP) arrested five Rohingya immigrants, including two women, identified as Imran (22), Abu Jamir (20), Azizul Hossen (22), Yasmin Ara (20), and Raju Begam (35) for illegally crossing the India-Bangladesh international border (IB) at Agartala (West Tripura) in Tripura, reports NorthEast Now on July 10.
Read less..."
Jul-2024,July - 10,"Train services on the Mumbai-Howrah railway route were halted for five hours after Communist Party of India-Maoist (CPI-Maoist) cadres allegedly put up a poster on the railway track at the Odisha-Jharkhand border near Manoharpur Block in West Singhbh
Read more... Train services on the Mumbai-Howrah railway route were halted for five hours after Communist Party of India-Maoist (CPI-Maoist) cadres allegedly put up a poster on the railway track at the Odisha-Jharkhand border near Manoharpur Block in West Singhbhum District of Jharkhand on July 10, reports ommcomnews.com. Trains, including passenger, express, and mail trains, were stranded at various stations between Jharkhand and Rourkela for around five hours. This comes after a gun battle between Maoists and security forces in the forests of West Singhbhum district a few days ago, in which some Maoists were killed. In retaliation, the Maoists called for a bandh (general shutdown) on July 10.
Read less..."
Jul-2024,July - 11,"Border Security Force (BSF) stated on X that troops recovered a packet containing one Pistol body (without upper slide & barrel, one empty Pistol magazine and heroin in Mastgarh village in Tarn Taran District of Punjab on July 11. The packet was wrap
Read more... Border Security Force (BSF) stated on X that troops recovered a packet containing one Pistol body (without upper slide & barrel, one empty Pistol magazine and heroin in Mastgarh village in Tarn Taran District of Punjab on July 11. The packet was wrapped in yellow colour adhesive tape and secured with red adhesive tape around it. An improvised metal wire ring was also found attached to it.
Read less..."
Jul-2024,July - 11,"Border Security Force (BSF) stated on X that troops recovered one packet of heroin (570 grams) in Kilche village in Ferozepur District of Punjab on July 11. The narcotics were wrapped with yellow colour adhesive tape and one metal ring and a small to
Read more... Border Security Force (BSF) stated on X that troops recovered one packet of heroin (570 grams) in Kilche village in Ferozepur District of Punjab on July 11. The narcotics were wrapped with yellow colour adhesive tape and one metal ring and a small torch were found attached to the packet.
Read less..."
Jul-2024,July - 11,"Communist Party of India-Maoist (CPI-Maoist) cadres shot dead a youth who had come to the weekly market in Nachalda village of Lonjo Panchayat (a village-level local self-government institution) under Sonua Police Station limits in West Singhbhum Dis
Read more... Communist Party of India-Maoist (CPI-Maoist) cadres shot dead a youth who had come to the weekly market in Nachalda village of Lonjo Panchayat (a village-level local self-government institution) under Sonua Police Station limits in West Singhbhum District of Jharkhand on July 11, reports etvbharat.com. After this, the Maoists also set ablaze the youth's motorcycle. According to the information received regarding the incident, the youth had come to the weekly market held near Nachalda Upgraded Middle School. Here he went and sat down for a drink in the handia (local alcoholic drink) shop in the market. Meanwhile, several armed Maoists reached there, picked up the youth, and took him with them. They took him some distance away from the market, beat him up badly over some issue, shot him with an AK-47 on his temple, and set the youth's bike on fire. Superintendent of Police (SP) Ashutosh Shekhar has confirmed the incident. The SP said that the youth were already in contact with the Maoist squad and used to bring and take material for the Maoists. The youth is said to be from the Goilkera Police Station area. After confirming his identity with his family, many more things will become clear, the SP said.
Read less..."
Jul-2024,July - 11,"Four Communist Party of India-Maoist (CPI-Maoist) cadres, one carrying an INR 100,000 bounty, surrendered to the Police and Central Reserve Police Force (CRPF) in Sukma District in the Bastar division of Chhattisgarh on July 11, reports devdiscourse.
Read more... Four Communist Party of India-Maoist (CPI-Maoist) cadres, one carrying an INR 100,000 bounty, surrendered to the Police and Central Reserve Police Force (CRPF) in Sukma District in the Bastar division of Chhattisgarh on July 11, reports devdiscourse.com. Among the surrenderers is a female cadre. The Maoists cited atrocities committed on tribals by Maoists and the 'inhuman and hollow' ideology of the Maoists as key reasons for their decision. Dirdo Hidma, who had a INR 100,000 bounty on his head, was the Tetemadgu Revolutionary People’s Committee (RPC) Chetna Natya Mandali (CNM) ‘president’. Another surrenderer, Sodhi Some, was a member of the Arlampalli Panchayat Krantikari Mahila Adivasi Sangthan (KAMS). The other two, whose identities are yet to be ascertained, were lower-rung cadres.
Read less..."
Jul-2024,July - 11,"On July 11, a Hynniewtrep National Liberation Council (HNLC) cadre, identified as Sanborlang Rapsang (38), was arrested by Meghalaya Police from Mawlai, Umjajiew in East Khasi Hills District of Meghalaya, reports Shillong Times.
Read more... On July 11, a Hynniewtrep National Liberation Council (HNLC) cadre, identified as Sanborlang Rapsang (38), was arrested by Meghalaya Police from Mawlai, Umjajiew in East Khasi Hills District of Meghalaya, reports Shillong Times.
Read less..."
Jul-2024,July - 11,"On July 11, Communist Party of India-Maoist (CPI-Maoist) cadres killed a youth, identified as Mandobi Raja Rao, and injured two others, alleging that they were ‘police informers’ in Sukma District in the Bastar division of Chhattisgarh, reports odish
Read more... On July 11, Communist Party of India-Maoist (CPI-Maoist) cadres killed a youth, identified as Mandobi Raja Rao, and injured two others, alleging that they were ‘police informers’ in Sukma District in the Bastar division of Chhattisgarh, reports odishabhaskar.in. Rao was sentenced to death by a ‘Praja court’ (people's court or Kangaroo court held by Maoists) of the CPI-Maoist. Allegedly, a group of armed Maoists abducted Rao and two other youths from their houses. They were produced before the ‘Praja Court’. As per the ‘Praja Court’s’ directive, Rao was killed by the Maoists, while the other two were seriously injured. The identities of the two injured youths are yet to be ascertained.
Read less..."
Jul-2024,July - 11,"On July 11, Security Agencies seized 2560 kilograms consignment of dual-use chemical Ortho-Chloro Benzylidene Malononitrile (CS) which is listed under the Wassenaar Agreement, onboard Cyprus flag Chinese vessel MV Hyundai Shanghai enroute to Karachi,
Read more... On July 11, Security Agencies seized 2560 kilograms consignment of dual-use chemical Ortho-Chloro Benzylidene Malononitrile (CS) which is listed under the Wassenaar Agreement, onboard Cyprus flag Chinese vessel MV Hyundai Shanghai enroute to Karachi, Pakistan from Shanghai, China, at Kattupalli Port, Tamil Nadu, reports The Economic Times. The report added that the consignment originated from Chengdu Shichen Trading Co. Ltd. and was consigned to Rohail Enterprises, a Rawalpindi-based supplier in Pakistan. The seizure of the banned chemicals meant for Pakistan’s biological and chemical warfare has set alarm bells ringing in the Indian security establishments of potential terror attacks on major metros with weapons of mass destruction, reported The Free Press Journal on July 12. One of the senior Defence officials claimed, “Intel agencies have been on high alert on the rising proliferation of banned dual-use nuclear, chemical and biological equipment and technology between China and Pakistan. Transfer of sensitive equipment and controlled substances reaching Pakistan in large quantities is a future threat to India”.
Read less..."
Jul-2024,July - 11,"On July 11, Security and Scientific Technical Research Association (SASTRA) of Rashtriya Raksha University said, “Illegal online gambling and betting applications expose Indian digital nagriks to several security risks like cybersecurity attacks and
Read more... On July 11, Security and Scientific Technical Research Association (SASTRA) of Rashtriya Raksha University said, “Illegal online gambling and betting applications expose Indian digital nagriks to several security risks like cybersecurity attacks and unsafe online environments. They have also emerged as a threat to India’s national security because illegal online betting and gambling websites act as channels for money laundering and terrorist financing”, reports Deccan Herald. While the Information Technology (IT) Rules 2021 in India differentiates between permissible online real money gaming and illegal betting and gambling practices, the report suggested the need for a registration mechanism to whitelist legitimate online real money gaming platforms that operate in compliance with the laws of India.
Read less..."
Jul-2024,July - 11,"Two women Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Pramila Sukhram Boga alias Manjubai (36) and Akhila Sanker Pudo alias Ratnamala (34), involved in many encounters with Security Forces (SFs) and collectively carrying reward
Read more... Two women Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Pramila Sukhram Boga alias Manjubai (36) and Akhila Sanker Pudo alias Ratnamala (34), involved in many encounters with Security Forces (SFs) and collectively carrying rewards of INR 1.6 million, surrendered before the Police in Gadchiroli District of Maharashtra on July 11, reports The Times of India. The surrendered women Maoists were ‘Platoon Party Committee Members’ of the banned Maoist organisation, said a release by the office of the Superintendent of Police (SP), Gadchiroli. Pramila Boga, named in 40 cases, including 20 encounters and two arson-related offences, carried a reward of INR 800,000, it said. Akhila Pudo has seven cases registered against her. Of these, four are murders and two are encounters, the release said. She also carried a reward of INR 800,000 for her capture.
Read less..."
Jul-2024,July - 12,"On July 12, Border Security Forces (BSF) personnel unearthed a small arms manufacturing unit, suspected to be Communist Party of India-Maoist (CPI-Maoist), and recovered a large number of Single Barrel Muzzle Loading (SBML) guns from a forest near Ba
Read more... On July 12, Border Security Forces (BSF) personnel unearthed a small arms manufacturing unit, suspected to be Communist Party of India-Maoist (CPI-Maoist), and recovered a large number of Single Barrel Muzzle Loading (SBML) guns from a forest near Barhavalasa and Chedamamidi villages under Pottangi Police Station limits in Koraput District of Odisha, reports odishabytes.com. During the search operation by the BSF troops, six SBML guns and various tools for fabricating the guns were found concealed in the forest. “The recovery of a makeshift small arms workshop, tools, and a large number of SBMLs underscores the nefarious design of the ultras who want to regain foothold in the area after being pushed to the periphery by the relentless operations and sustained vigilance. This operation marks a severe setback for Maoist insurgents in the Ralegada area. The timely intervention not only safeguarded the community but also prevented a potentially catastrophic incident,” said BSF in a press release.
Read less..."
Jul-2024,July - 12,"On July 12, Delhi Police arrested Ali Asgar from Muzaffarpur in Muzaffarpur District of Bihar along with four FICN of INR 500, reports Hindustan Times. In an interrogation, Asgar disclosed that he worked for Asif, the kingpin of an international rack
Read more... On July 12, Delhi Police arrested Ali Asgar from Muzaffarpur in Muzaffarpur District of Bihar along with four FICN of INR 500, reports Hindustan Times. In an interrogation, Asgar disclosed that he worked for Asif, the kingpin of an international racket, who procured FICN from Pakistan for circulating in India, along with another person, Ansari and pushed FICN into India from Indo-Nepal and Indo-Bangladesh borders.
Read less..."
Jul-2024,July - 12,"On July 12, National Investigation Agency (NIA) Special Court, Mumbai, filed a chargesheet against two accused, identified as Mohammed Zoheb Khan and Mohammed Shoeb Khan, involved in the Islamic State (IS) terror conspiracy case to promote anti-India
Read more... On July 12, National Investigation Agency (NIA) Special Court, Mumbai, filed a chargesheet against two accused, identified as Mohammed Zoheb Khan and Mohammed Shoeb Khan, involved in the Islamic State (IS) terror conspiracy case to promote anti-India agenda, linked to the Chhatrapati Sambhajinagar (Aurangabad), Maharashtra module of the global terror network, reports NIA. The latter is a Libya-based IS operative. The investigation by NIA revealed that Mohammed Zoheb Khan created a WhatsApp group and added more than 50 youths from Aurangabad (Maharashtra) area to radicalise and recruit them for nefarious activities of IS in India. The investigation further exposed the international linkages in the conspiracy with the involvement of foreign-based handlers of IS. The two accused conspired to recruit vulnerable youths to carry out terror attacks at sensitive installations across India, were involved in developing a website to promote the extremist and violent ideology of IS and shared videos related to the manufacturing and fabrication of Improvised Explosive Device (IED).
Read less..."
Jul-2024,July - 12,"On July 12, the Indian Armed Forces, Navy, and Air Force conducted a joint multi-manoeuvre maritime exercise along with the United States Air Force and Navy at the Arabian Sea in the Indian Ocean, reports The New Indian Express. The joint maritime ac
Read more... On July 12, the Indian Armed Forces, Navy, and Air Force conducted a joint multi-manoeuvre maritime exercise along with the United States Air Force and Navy at the Arabian Sea in the Indian Ocean, reports The New Indian Express. The joint maritime activity was participated in by Indian Navy ships INS Aditya and INS Visakhapatnam, which undertook a maritime partnership exercise (MPX) with the US Naval Carrier Strike Group, comprising the US Navy ships USS Theodore Roosevelt and USS Daniel Inouye. The Indian Navy said that the cross-deck flying operations and air defence exercises, including maritime manoeuvres, demonstrate seamless Indian Navy-US Navy interoperability and enhance the ability to undertake complex joint maritime operations. The US Embassy added that the activity enhances the advanced interoperability between the two major defence partners and underscores their shared commitment to upholding a free and open Indo-Pacific.
Read less..."
Jul-2024,July - 12,"On July 12, the Indian Army and Police jointly launched a search operation after a suspicious person was seen in Guda Patan village near the Chenab River in Akhnoor town, Jammu District of Jammu and Kashmir (J&K), reported Daily Excelsior.
Read more... On July 12, the Indian Army and Police jointly launched a search operation after a suspicious person was seen in Guda Patan village near the Chenab River in Akhnoor town, Jammu District of Jammu and Kashmir (J&K), reported Daily Excelsior.
Read less..."
Jul-2024,July - 12,"On July 12, the National Investigation Agency (NIA) filed a charge sheet in a Jagdalpur special court against four Communist Party of India-Maoist (CPI-Maoist) cadres in a case relating to an alleged attack on Police personnel in Chhattisgarh earlier
Read more... On July 12, the National Investigation Agency (NIA) filed a charge sheet in a Jagdalpur special court against four Communist Party of India-Maoist (CPI-Maoist) cadres in a case relating to an alleged attack on Police personnel in Chhattisgarh earlier this year, reports The New Indian Express. Identifying the accused named in the charge sheet, an official said Aaytu Ram Nuruti, Manoj Kumar Hichami, Suresh Nuruti, and Budhuram Padda have been charged under relevant provisions of the Indian Penal Code (IPC), the Arms Act, the Explosive Substances Act, and the Unlawful Activities Prevention Act (UAPA). They had been involved in attacking a search team of Police and other security personnel in the Police Station Chhotebethiya area of Kanker on January 16 this year, the official said. Investigations in the case were taken over by the NIA in February 2024, and it found that the accused had been actively involved in the conspiracy to attack Security Forces (SFs) as part of their outfit’s anti-India agenda.
Read less..."
Jul-2024,July - 13,"A Police team conducting combing operations unearthed a cache of explosives planted by the Communist Party of India-Maoist (CPI-Maoist) on the outskirts of Kannavaram village in Budaralla Panchayat (a village-level local self-government institution)
Read more... A Police team conducting combing operations unearthed a cache of explosives planted by the Communist Party of India-Maoist (CPI-Maoist) on the outskirts of Kannavaram village in Budaralla Panchayat (a village-level local self-government institution) in Koyyuru Mandal (an administrative sub-division) under Mampa Police Station limits in Visakhapatnam District of Andhra Pradesh on July 13, reports Deccan Chronicle. The seized materials included various bomb-making components like Cordex wire, electrical wires, plugs, switches, and a cutting player. Additionally, a small battery, a pair of shoes, M-Seal packets, red-colored plastic tape, large black tarpaulin tents, and CPI-Maoist propaganda literature were also recovered.
Read less..."
